"gameid","url","league","split","date","week","game","patchno","playerid","side","position","player","team","champion","ban1","ban2","ban3","ban4","ban5","gamelength","result","k","d","a","teamkills","teamdeaths","doubles","triples","quadras","pentas","fb","fbassist","fbvictim","fbtime","kpm","okpm","ckpm","fd","fdtime","teamdragkills","oppdragkills","elementals","oppelementals","firedrakes","waterdrakes","earthdrakes","airdrakes","elders","oppelders","herald","heraldtime","ft","fttime","firstmidouter","firsttothreetowers","teamtowerkills","opptowerkills","fbaron","fbarontime","teambaronkills","oppbaronkills","dmgtochamps","dmgtochampsperminute","dmgshare","earnedgoldshare","wards","wpm","wardshare","wardkills","wcpm","visionwards","visionwardbuys","visiblewardclearrate","invisiblewardclearrate","totalgold","earnedgpm","goldspent","gspd","minionkills","monsterkills","monsterkillsownjungle","monsterkillsenemyjungle","cspm","goldat10","oppgoldat10","gdat10","goldat15","oppgoldat15","gdat15","xpat10","oppxpat10","xpdat10","csat10","oppcsat10","csdat10","csat15","oppcsat15","csdat15"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","5","Blue","Support","Kaiwing","Hong Kong Attitude","Pyke","Morgana","Pantheon","LeBlanc","Nautilus","Thresh","30.016666666667","0","1","3","2","9","20","0","0","0","0","0","1","0","3.6008333333333","0.033314825097168","0","0.96612992781788","0","11.893283333333","0","3","0","0","0","0","0","0","0","0","1","","1","14.005916666667","0","0","3","9","0","23.876333333333","0","1","3060","101.94336479733","0.092243692159286","0.097627585111873","45","1.4991671293726","0.41284403669725","10","0.33314825097168","8","8"," "," ","6901","98.324042198778","6450","0.015625","55","0","0","0","1.8323153803443","2129","2167","-38","3273","3260","13","1973","2756","-783","13","14","-1","27","24","3"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","6","Red","Top","Hani","Lowkey Esports","Gangplank","Renekton","Karthus","Akali","Jayce","Xayah","30.016666666667","1","2","0","10","20","9","0","0","0","0","0","0","0","3.6008333333333","0.066629650194336","0.13325930038867","0.96612992781788","0","11.893283333333","3","0","0","0","0","0","0","0","0","0","0","","0","14.005916666667","1","1","9","3","1","23.876333333333","1","0","9273","308.92837312604","0.20035434176696","0.23551574554394","13","0.43309272626319","0.12380952380952","5","0.16657412548584","3","3"," "," ","12821","295.54780677401","10908","-0.030869212022746","234","20","11","0","8.4619655746807","3106","3189","-83","5036","6449","-1413","4409","4846","-437","73","84","-11","127","146","-19"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","7","Red","Jungle","DNK","Lowkey Esports","Gragas","Renekton","Karthus","Akali","Jayce","Xayah","30.016666666667","1","2","3","5","20","9","0","0","0","0","0","0","0","3.6008333333333","0.066629650194336","0.066629650194336","0.96612992781788","0","11.893283333333","3","0","1","0","0","0","0","1","0","0","0","","0","14.005916666667","1","1","9","3","1","23.876333333333","1","0","5627","187.46252082177","0.12157811723527","0.14323533628192","25","0.83287062742921","0.23809523809524","4","0.13325930038867","13","13"," "," ","9345","179.74547473626","8075","-0.12481857764877","36","92","68","1","4.2642976124375","3588","3903","-315","5106","5703","-597","3303","3530","-227","54","70","-16","80","102","-22"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","8","Red","Middle","Artifact","Lowkey Esports","Tristana","Renekton","Karthus","Akali","Jayce","Xayah","30.016666666667","1","11","3","1","20","9","1","0","0","0","0","0","0","3.6008333333333","0.36646307606885","0.033314825097168","0.96612992781788","0","11.893283333333","3","0","0","0","0","0","0","0","0","0","0","","0","14.005916666667","1","1","9","3","1","23.876333333333","1","0","16884","562.48750694059","0.36479917032172","0.3054959408301","11","0.36646307606885","0.1047619047619","6","0.19988895058301","1","1"," "," ","15457","383.36568573015","13425","0.38137472283814","228","29","17","4","8.5619100499722","4280","3118","1162","6216","4785","1431","4394","4448","-54","83","73","10","124","112","12"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","9","Red","ADC","Celebrity","Lowkey Esports","Syndra","Renekton","Karthus","Akali","Jayce","Xayah","30.016666666667","1","5","0","6","20","9","0","0","0","0","0","0","0","3.6008333333333","0.16657412548584","0.033314825097168","0.96612992781788","1","11.893283333333","3","0","2","0","1","0","1","0","0","0","0","","0","14.005916666667","1","1","9","3","1","23.876333333333","1","0","11460","381.78789561355","0.24760711276279","0.2247904045365","11","0.36646307606885","0.1047619047619","8","0.26651860077735","3","3"," "," ","12417","282.08861743476","11225","0.017977528089888","215","24","16","0","7.9622431982232","3597","3643","-46","5675","5483","192","3180","3685","-505","67","81","-14","119","138","-19"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","10","Red","Support","Venus","Lowkey Esports","Leona","Renekton","Karthus","Akali","Jayce","Xayah","30.016666666667","1","0","3","10","20","9","0","0","0","0","0","0","1","3.6008333333333","0","0.033314825097168","0.96612992781788","0","11.893283333333","3","0","0","0","0","0","0","0","0","0","0","","0","14.005916666667","1","1","9","3","1","23.876333333333","1","0","3039","101.24375347029","0.065661257913273","0.090962572807544","45","1.4991671293726","0.42857142857143","21","0.69961132704053","14","14"," "," ","7376","114.14858411993","6350","-0.015625","53","0","0","0","1.7656857301499","2167","2129","38","3260","3273","-13","2756","1973","783","14","13","1","24","27","-3"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","100","Blue","Team","Team","Hong Kong Attitude"," ","Morgana","Pantheon","LeBlanc","Nautilus","Thresh","30.016666666667","0","9","20","14","9","20"," "," "," "," ","1","1","0","3.6008333333333","0.29983342587451","0.66629650194336","0.96612992781788","0","11.893283333333","0","3","0","3","0","0","0","0","0","0","1","12.447516666667","1","14.005916666667","0","0","3","9","0","23.876333333333","0","1","33173","1105.1526929484"," "," ","109","3.6313159355913","1","38","1.2659633536924","36","39","0.35714285714286","0.35849056603774","49979","1007.1338145475","47000","-0.06151593578256","774","184","129","20","31.915602443087","15982","16738","-756","25693","25293","400","18482","18042","440","321","291","30","525","474","51"
"1070475","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070475?gameHash=6d255b010fd3f93d","WC","2019-W","43741.443865741","PI-RR","2","9.19","200","Red","Team","Team","Lowkey Esports"," ","Renekton","Karthus","Akali","Jayce","Xayah","30.016666666667","1","20","9","32","20","9"," "," "," "," ","0","0","1","3.6008333333333","0.66629650194336","0.29983342587451","0.96612992781788","1","11.893283333333","3","0","3","0","1","0","1","1","0","0","0","12.447516666667","0","14.005916666667","1","1","9","3","1","23.876333333333","1","0","46283","1541.9100499722"," "," ","105","3.4980566352027","1","44","1.4658523042754","34","34","0.48717948717949","0.30357142857143","57416","1254.8961687951","49983","0.06151593578256","766","165","112","5","31.016102165464","16738","15982","756","25293","25693","-400","18042","18482","-440","291","321","-30","474","525","-51"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","1","Blue","Top","Vizicsacsi","Splyce","Kennen","Heimerdinger","Yuumi","Syndra","Twisted Fate","Cassiopeia","33.666666666667","0","2","4","3","8","18","0","0","0","0","0","0","0","7.4146833333333","0.059405940594059","0.11881188118812","0.77227722772277","0","8.0441166666667","2","2","0","0","0","0","0","0","0","0","0","","0","16.42945","0","0","2","9","0","29.059916666667","0","1","15840","470.49504950495","0.28556491012998","0.22609258859452","20","0.59405940594059","0.17857142857143","5","0.14851485148515","9","10"," "," ","11727","217.74059405941","11650","0.0064585575888052","260","12","8","0","8.0792079207921","3378","2963","415","4961","4776","185","4787","4559","228","93","71","22","138","117","21"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","2","Blue","Jungle","Xerxe","Splyce","Hecarim","Heimerdinger","Yuumi","Syndra","Twisted Fate","Cassiopeia","33.666666666667","0","4","3","3","8","18","0","0","0","0","0","0","0","7.4146833333333","0.11881188118812","0.11881188118812","0.77227722772277","0","8.0441166666667","2","2","2","1","0","0","2","0","0","0","0","","0","16.42945","0","0","2","9","0","29.059916666667","0","1","11135","330.74257425743","0.20074275721574","0.21526694013509","15","0.44554455445545","0.13392857142857","9","0.26732673267327","14","14"," "," ","11376","207.31485148515","11000","0.077922077922078","25","156","116","0","5.3762376237624","3327","3466","-139","5488","4815","673","3445","3956","-511","67","68","-1","98","97","1"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","3","Blue","Middle","Humanoid","Splyce","LeBlanc","Heimerdinger","Yuumi","Syndra","Twisted Fate","Cassiopeia","33.666666666667","0","0","4","5","8","18","0","0","0","0","0","0","0","7.4146833333333","0","0.11881188118812","0.77227722772277","0","8.0441166666667","2","2","0","1","0","0","0","0","0","0","0","","0","16.42945","0","0","2","9","0","29.059916666667","0","1","11385","338.16831683168","0.20524977915592","0.18766307867872","15","0.44554455445545","0.13392857142857","9","0.26732673267327","4","5"," "," ","10481","180.73069306931","10575","-0.1283185840708","245","8","8","0","7.5148514851485","3275","3028","247","5315","4846","469","4633","4754","-121","90","74","16","140","107","33"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","4","Blue","ADC","Kobbe","Splyce","Kai'Sa","Heimerdinger","Yuumi","Syndra","Twisted Fate","Cassiopeia","33.666666666667","0","2","2","4","8","18","0","0","0","0","0","0","0","7.4146833333333","0.059405940594059","0.089108910891089","0.77227722772277","0","8.0441166666667","2","2","0","0","0","0","0","0","0","0","0","","0","16.42945","0","0","2","9","0","29.059916666667","0","1","11733","348.50495049505","0.21152355369666","0.29147827159732","10","0.2970297029703","0.089285714285714","12","0.35643564356436","2","2"," "," ","13847","280.71089108911","12900","0.14330218068536","304","28","25","0","9.8613861386139","3194","3385","-191","5001","5217","-216","3190","3366","-176","85","88","-3","136","136","0"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","5","Blue","Support","Norskeren","Splyce","Nautilus","Heimerdinger","Yuumi","Syndra","Twisted Fate","Cassiopeia","33.666666666667","0","0","5","4","8","18","0","0","0","0","0","0","1","7.4146833333333","0","0.089108910891089","0.77227722772277","0","8.0441166666667","2","2","0","0","0","0","0","0","0","0","0","","0","16.42945","0","0","2","9","0","29.059916666667","0","1","5376","159.68316831683","0.096918999801691","0.079499120994356","52","1.5445544554455","0.46428571428571","14","0.41584158415842","11","13"," "," ","6974","76.562376237624","6975","-0.038664323374341","62","0","0","0","1.8415841584158","2010","2543","-533","3101","3839","-738","2542","3086","-544","17","2","15","28","5","23"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","6","Red","Top","Evi","DetonatioN FocusMe","Gnar","Pantheon","Qiyana","Xayah","Ryze","Akali","33.666666666667","1","4","1","8","18","8","0","0","0","0","0","0","0","7.4146833333333","0.11881188118812","0.059405940594059","0.77227722772277","0","8.0441166666667","2","2","0","0","0","0","0","0","0","0","1","","1","16.42945","1","1","9","2","1","29.059916666667","1","0","19229","571.15841584158","0.27150017649135","0.23447316394523","18","0.53465346534653","0.16216216216216","9","0.26732673267327","7","7"," "," ","14003","285.34455445545","11575","-0.0064585575888052","247","8","4","0","7.5742574257426","2963","3378","-415","4776","4961","-185","4559","4787","-228","71","93","-22","117","138","-21"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","7","Red","Jungle","Steal","DetonatioN FocusMe","Nocturne","Pantheon","Qiyana","Xayah","Ryze","Akali","33.666666666667","1","4","3","10","18","8","1","0","0","0","0","1","0","7.4146833333333","0.11881188118812","0.11881188118812","0.77227722772277","1","8.0441166666667","2","2","1","2","0","0","1","0","0","0","1","","1","16.42945","1","1","9","2","1","29.059916666667","1","0","11285","335.19801980198","0.15933639251677","0.18412047545825","15","0.44554455445545","0.13513513513514","15","0.44554455445545","10","10"," "," ","11940","224.06732673267","10175","-0.077922077922078","43","150","113","0","5.7326732673267","3466","3327","139","4815","5488","-673","3956","3445","511","68","67","1","97","98","-1"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","8","Red","Middle","Ceros","DetonatioN FocusMe","Galio","Pantheon","Qiyana","Xayah","Ryze","Akali","33.666666666667","1","4","2","5","18","8","1","0","0","0","0","0","0","7.4146833333333","0.11881188118812","0","0.77227722772277","0","8.0441166666667","2","2","1","0","1","0","0","0","0","0","1","","1","16.42945","1","1","9","2","1","29.059916666667","1","0","17392","516.59405940594","0.24556300741264","0.19461570379049","21","0.62376237623762","0.18918918918919","2","0.059405940594059","11","11"," "," ","12370","236.8396039604","12025","0.1283185840708","236","12","5","0","7.3663366336634","3028","3275","-247","4846","5315","-469","4754","4633","121","74","90","-16","107","140","-33"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","9","Red","ADC","Yutapon","DetonatioN FocusMe","Ashe","Pantheon","Qiyana","Xayah","Ryze","Akali","33.666666666667","1","3","2","13","18","8","0","0","0","0","0","1","0","7.4146833333333","0.089108910891089","0.059405940594059","0.77227722772277","0","8.0441166666667","2","2","0","0","0","0","0","0","0","0","1","","1","16.42945","1","1","9","2","1","29.059916666667","1","0","16706","496.21782178218","0.23587716201906","0.24784847819189","13","0.38613861386139","0.11711711711712","11","0.32673267326733","4","5"," "," ","14551","301.62178217822","11175","-0.14330218068536","273","32","28","0","9.0594059405941","3385","3194","191","5217","5001","216","3366","3190","176","88","85","3","136","136","0"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","10","Red","Support","Gaeng","DetonatioN FocusMe","Thresh","Pantheon","Qiyana","Xayah","Ryze","Akali","33.666666666667","1","3","0","14","18","8","0","0","0","0","1","0","0","7.4146833333333","0.089108910891089","0","0.77227722772277","0","8.0441166666667","2","2","0","0","0","0","0","0","0","0","1","","1","16.42945","1","1","9","2","1","29.059916666667","1","0","6213","184.54455445545","0.087723261560184","0.13894217861414","44","1.3069306930693","0.3963963963964","11","0.32673267326733","12","12"," "," ","10089","169.08712871287","7250","0.038664323374341","14","0","0","0","0.41584158415842","2543","2010","533","3839","3101","738","3086","2542","544","2","17","-15","5","28","-23"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","100","Blue","Team","Team","Splyce"," ","Heimerdinger","Yuumi","Syndra","Twisted Fate","Cassiopeia","33.666666666667","0","8","18","19","8","18"," "," "," "," ","0","0","1","7.4146833333333","0.23762376237624","0.53465346534653","0.77227722772277","0","8.0441166666667","2","2","2","2","0","0","2","0","0","0","0","19.457466666667","0","16.42945","0","0","2","9","0","29.059916666667","0","1","55469","1647.5940594059"," "," ","112","3.3267326732673","1","49","1.4554455445545","40","44","0.53061224489796","0.37096774193548","54405","963.05940594059","53100","0.017094017094017","896","204","157","0","32.673267326733","15184","15385","-201","23866","23493","373","18597","19721","-1124","352","303","49","540","462","78"
"1070531","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070531?gameHash=633a614d8078ae2c","WC","2019-W","43742.251377315","PI-RR","3","9.19","200","Red","Team","Team","DetonatioN FocusMe"," ","Pantheon","Qiyana","Xayah","Ryze","Akali","33.666666666667","1","18","8","50","18","8"," "," "," "," ","1","1","0","7.4146833333333","0.53465346534653","0.23762376237624","0.77227722772277","1","8.0441166666667","2","2","2","2","1","0","1","0","0","0","1","19.457466666667","1","16.42945","1","1","9","2","1","29.059916666667","1","0","70825","2103.7128712871"," "," ","111","3.2970297029703","1","48","1.4257425742574","44","45","0.65116279069767","0.28985507246377","62953","1216.9603960396","52200","-0.017094017094017","813","202","150","0","30.148514851485","15385","15184","201","23493","23866","-373","19721","18597","1124","303","352","-49","462","540","-78"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","1","Blue","Top","BOSS","Unicorns of Love","Renekton","Vladimir","Skarner","Gangplank","Karma","Neeko","41.166666666667","0","3","2","0","10","16","0","0","0","0","0","0","1","3.7992333333333","0.072874493927126","0.097165991902834","0.63157894736842","0","7.2705333333333","4","2","0","0","0","0","0","0","0","0","0","","1","14.373916666667","0","1","9","7","0","31.6778","0","1","9074","220.42105263158","0.15570999571","0.24344598364832","20","0.48582995951417","0.12987012987013","7","0.17004048582996","6","6"," "," ","15349","243.75546558704","14430","0.10926365795724","286","4","0","0","7.0445344129555","3466","3361","105","6098","4774","1324","4434","4069","365","80","69","11","128","111","17"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","2","Blue","Jungle","AHaHaCiK","Unicorns of Love","Rek'Sai","Vladimir","Skarner","Gangplank","Karma","Neeko","41.166666666667","0","1","2","3","10","16","0","0","0","0","0","0","0","3.7992333333333","0.024291497975709","0.048582995951417","0.63157894736842","1","7.2705333333333","4","2","4","1","2","1","0","1","0","1","0","","1","14.373916666667","0","1","9","7","0","31.6778","0","1","8110","197.004048583","0.13916773916774","0.16862611902278","37","0.89878542510121","0.24025974025974","11","0.26720647773279","11","13"," "," ","12265","168.84048582996","12210","0.12717770034843","29","166","77","23","4.7368421052632","2876","3627","-751","4399","4702","-303","2959","3660","-701","53","61","-8","78","80","-2"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","3","Blue","Middle","Nomanz","Unicorns of Love","LeBlanc","Vladimir","Skarner","Gangplank","Karma","Neeko","41.166666666667","0","3","3","2","10","16","0","0","0","0","0","0","0","3.7992333333333","0.072874493927126","0.024291497975709","0.63157894736842","0","7.2705333333333","4","2","0","0","0","0","0","0","0","0","0","","1","14.373916666667","0","1","9","7","0","31.6778","0","1","18816","457.06882591093","0.32288288288288","0.2383755064412","20","0.48582995951417","0.12987012987013","19","0.46153846153846","3","3"," "," ","15140","238.67854251012","14325","-0.059271803556308","316","25","24","0","8.2834008097166","3324","3457","-133","5655","5661","-6","4720","5005","-285","95","98","-3","145","155","-10"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","4","Blue","ADC","Innaxe","Unicorns of Love","Syndra","Vladimir","Skarner","Gangplank","Karma","Neeko","41.166666666667","0","3","3","3","10","16","0","0","0","0","0","0","0","3.7992333333333","0.072874493927126","0.21862348178138","0.63157894736842","0","7.2705333333333","4","2","0","0","0","0","0","0","0","0","0","","1","14.373916666667","0","1","9","7","0","31.6778","0","1","18885","458.74493927126","0.32406692406692","0.24941410514569","15","0.36437246963563","0.097402597402597","5","0.12145748987854","3","3"," "," ","15595","249.73117408907","14875","-0.1706379707917","338","20","12","8","8.6963562753036","3045","3101","-56","5006","4730","276","3256","3179","77","78","85","-7","130","133","-3"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","5","Blue","Support","Edward","Unicorns of Love","Leona","Vladimir","Skarner","Gangplank","Karma","Neeko","41.166666666667","0","0","6","6","10","16","0","0","0","0","0","0","0","3.7992333333333","0","0","0.63157894736842","0","7.2705333333333","4","2","0","0","0","0","0","0","0","0","0","","1","14.373916666667","0","1","9","7","0","31.6778","0","1","3390","82.348178137652","0.058172458172458","0.10013828574201","62","1.5060728744939","0.4025974025974","21","0.51012145748988","16","20"," "," ","9442","100.26558704453","9425","0.057298772169168","74","0","0","0","1.7975708502024","2029","2078","-49","3217","2966","251","2494","2763","-269","13","0","13","22","2","20"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","6","Red","Top","Fudge","Mammoth","Kennen","Pantheon","Qiyana","Kayle","Morgana","Thresh","41.166666666667","1","4","5","3","16","10","1","0","0","0","0","1","0","3.7992333333333","0.097165991902834","0.072874493927126","0.63157894736842","0","7.2705333333333","2","4","0","0","0","0","0","0","0","0","1","","0","14.373916666667","1","0","7","9","1","31.6778","1","0","13076","317.63562753036","0.18410678080649","0.17225979918498","25","0.60728744939271","0.1937984496124","6","0.14574898785425","11","11"," "," ","13515","199.2048582996","12935","-0.10926365795724","231","16","12","0","6","3361","3466","-105","4774","6098","-1324","4069","4434","-365","69","80","-11","111","128","-17"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","7","Red","Jungle","Babip","Mammoth","Jarvan IV","Pantheon","Qiyana","Kayle","Morgana","Thresh","41.166666666667","1","2","3","12","16","10","0","0","0","0","1","0","0","3.7992333333333","0.048582995951417","0.024291497975709","0.63157894736842","0","7.2705333333333","2","4","1","4","0","1","0","0","1","0","1","","0","14.373916666667","1","0","7","9","1","31.6778","1","0","5803","140.96356275304","0.081704775850417","0.15438390118893","10","0.24291497975709","0.077519379844961","21","0.51012145748988","10","10"," "," ","12664","178.53279352227","10750","-0.12717770034843","29","144","94","7","4.2024291497976","3627","2876","751","4702","4399","303","3660","2959","701","61","53","8","80","78","2"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","8","Red","Middle","Triple","Mammoth","Orianna","Pantheon","Qiyana","Kayle","Morgana","Thresh","41.166666666667","1","1","0","14","16","10","0","0","0","0","0","0","0","3.7992333333333","0.024291497975709","0.072874493927126","0.63157894736842","0","7.2705333333333","2","4","0","0","0","0","0","0","0","0","1","","0","14.373916666667","1","0","7","9","1","31.6778","1","0","13463","327.03643724696","0.18955564316287","0.2159517707852","18","0.43724696356275","0.13953488372093","11","0.26720647773279","8","8"," "," ","15595","249.73117408907","15200","0.059271803556308","319","32","25","0","8.5263157894737","3457","3324","133","5661","5655","6","5005","4720","285","98","95","3","155","145","10"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","9","Red","ADC","k1ng","Mammoth","Xayah","Pantheon","Qiyana","Kayle","Morgana","Thresh","41.166666666667","1","9","0","4","16","10","2","2","0","0","0","0","0","3.7992333333333","0.21862348178138","0.072874493927126","0.63157894736842","0","7.2705333333333","2","4","0","0","0","0","0","0","0","0","1","","0","14.373916666667","1","0","7","9","1","31.6778","1","0","33019","802.08097165992","0.46489918900653","0.34234340209217","13","0.31578947368421","0.10077519379845","18","0.43724696356275","5","6"," "," ","21612","395.89311740891","17650","0.1706379707917","422","45","41","1","11.344129554656","3101","3045","56","4730","5006","-276","3179","3256","-77","85","78","7","133","130","3"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","10","Red","Support","Destiny","Mammoth","Rakan","Pantheon","Qiyana","Kayle","Morgana","Thresh","41.166666666667","1","0","2","14","16","10","0","0","0","0","0","0","0","3.7992333333333","0","0","0.63157894736842","0","7.2705333333333","2","4","0","0","0","0","0","0","0","0","1","","0","14.373916666667","1","0","7","9","1","31.6778","1","0","5663","137.56275303644","0.079733611173688","0.11506112674873","63","1.5303643724696","0.48837209302326","17","0.41295546558704","14","14"," "," ","10792","133.05910931174","8900","-0.057298772169168","24","0","0","0","0.582995951417","2078","2029","49","2966","3217","-251","2763","2494","269","0","13","-13","2","22","-20"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","100","Blue","Team","Team","Unicorns of Love"," ","Vladimir","Skarner","Gangplank","Karma","Neeko","41.166666666667","0","10","16","14","10","16"," "," "," "," ","0","0","1","3.7992333333333","0.24291497975709","0.38866396761134","0.63157894736842","1","7.2705333333333","4","2","4","1","2","1","0","1","0","1","0","12.227816666667","1","14.373916666667","0","1","9","7","0","31.6778","0","1","58275","1415.5870445344"," "," ","154","3.7408906882591","1","63","1.5303643724696","39","45","0.68518518518519","0.34666666666667","67791","1001.2712550607","65265","-0.002601377199694","1043","215","113","31","30.558704453441","14740","15624","-884","24375","22833","1542","17863","18676","-813","319","313","6","503","481","22"
"1070547","http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1070547?gameHash=1456b3519a1465e2","WC","2019-W","43742.292430556","PI-RR","3","9.19","200","Red","Team","Team","Mammoth"," ","Pantheon","Qiyana","Kayle","Morgana","Thresh","41.166666666667","1","16","10","47","16","10"," "," "," "," ","1","1","0","3.7992333333333","0.38866396761134","0.24291497975709","0.63157894736842","0","7.2705333333333","2","4","1","4","0","1","0","0","1","0","1","12.227816666667","0","14.373916666667","1","0","7","9","1","31.6778","1","0","71024","1725.2793522267"," "," ","129","3.1336032388664","1","73","1.7732793522267","48","49","0.69565217391304","0.37349397590361","74178","1156.4210526316","65435","0.002601377199694","1025","237","172","8","30.655870445344","15624","14740","884","22833","24375","-1542","18676","17863","813","313","319","-6","481","503","-22"
